Title,Film,Year,Singer,Composer,Lyricist,Lyrics
ambuuvaa kii daaliidaalii jhuum rahii hai aalii,vidyapati,1937,kanan devi dhumi khan,r c boral,kedar sharma,	kaa	ambuuvaa kii daaliidaalii	jhuum rahii hai aalii	jhuum rahii hai aalii	dhu	main pii kar mad kii pyaalii	yuun chaal chaluun matawaalii	yuun chaal chaluun matawaalii	kaa	ambuuvaa kii daaliidaalii	jhuum rahii hai aalii	jhuum rahii hai aalii	matawaalii	matawaalii	matawaalii	dhu	matawaalii	matawaalii	matawaalii	main chaal chaluun matawaalii kaa	main chaal chaluun matawaalii dhu	daraa dar dar dar dar dar da kaa	daraa dar dar dar dar dar da	more anganaa men aaye aaliiaalii	main chaal chaluun matawaalii	jhuum rahii hai aalii	ambuuvaa kii daalii	jhuum rahii hai aalii	ambuuvaa kii daalii	ambuuvaa kii daaliidaalii	jhuum rahii hai aalii	jhuum rahii hai aalii	do	matawaalii	matawaalii	matawaalii	matawaalii	matawaalii	matawaalii	main chaal chaluun matawaalii	main chaal chaluun matawaalii	more anganaa men aaye aaliiaalii	main chaal chaluun matawaalii	jhuum rahii hai aalii	ambuuvaa kii daalii	jhuum rahii hai aalii	ambuuvaa kii daalii	ambuuvaa kii daaliidaalii	jhuum rahii hai aalii 
ai dardedil kisii din honaa judaa na hamase,raadharaani divine lady,1932,gauhar sultaana,jhande khan,pt narayan prasad betab,	ai dardedil kisii din honaa judaa na hamase aabaad yah makaan hai tere jii damqadam se	ham gamazadon kaa ronaa duniyaa ko ik hansii hai haan ashqekuun sambhalanaa giranaa na chashmenam se	ai hasaraton hato bhii ho lii mizaajpurasii ham haaledil kahenge fursat milii jo gam se	betaab is jahaan men koii nahiin kisii kaa dete hain ab dikhaaii apane hii mujhako zam	se 
kis na ye sab khel rachaayaa,dhartimata,1938,saigal,pankaj mullick,pt sudarshan, kis na kis na kis na yah sab khel rachaayaa kis na yah sab saaj sajaayaa apane aap sabhii kuchh karake apanaa aap chhupaayaa apanaa aap chhupaayaa kis na	komal komal pyaare paudhe	komal komal pyaare paudhe	dhaanpaan matavaare paudhe inake uupar aakar chhidakii rangruup kii maayaa	dhaanpaan matavaare paudhe inake uupar aakar chhidakii rangruup kii maayaa	apane aap sabhii kuchh karake apanaa aap chhupaayaa apanaa aap chhupaayaa kis na	andhere men sote the ye bilakul besudh hote the ye	andhere men sote the ye bilakul besudh hote the ye	niind kurii ke madamaaton ko niind se aan jagaayaa	niind kurii ke madamaaton ko niind se aan jagaayaa	apane aap sabhii kuchh karake apanaa aap chhupaayaa apanaa aap chhupaayaa kis na	haraabharaa gulazaar khilaa hai sarason kaa sansaar khilaa hai dekhdekh man men sukh hovat akhiyan nuur samaayaa	haraabharaa gulazaar khilaa hai sarason kaa sansaar khilaa hai dekhdekh man men sukh hovat akhiyan nuur samaayaa	apane aap sabhii kuchh karake apanaa aap chhupaayaa apanaa aap chhupaayaa kis na	kis na
kitaabedard men likhaa mere gam kaa fasaanaa hai,sultaana,1934,akbar khan durrani peshawari,mushtaq ahmed bareli wale,,	kitaabedard men likhaa mere gam kaa fasaanaa hai bakuureyaasohasarat se bharaa dil kaa kazaanaa hai kitaabedard men li	na ek lamhaa haa bhii jaa laayaa kabhii is darefaanii men	na ek lamhaa haa bhii jaa laayaa kabhii is darefaanii men	milaa mauqaa jise mujhako banaataa wo nishaanaa hai kitaabedard men likhaa mere gam kaa fasaanaa hai bakuureyaasohas	umiiden mit mit gaiin saarii falaq ki ye bhii zariibii se hai	umiiden mit mit gaiin saarii falaq ki ye bhii zariibii se hai	jise apanaa samajhataa thaa huaa wo bhii begaanaa hai kitaabedard men likhaa mere gam kaa fasaanaa hai kitaabedard men likhaa 
kaun des hai jaanaa baabuu kaun des hai jaanaa,mukti,1937,pankaj mullick,pankaj mullick,,	kaun des hai jaanaa baabuu kaun des hai jaanaa	kaun des hai jaanaa baabuu kaun des hai jaanaa	khadekhade kyaa soch rahaa hai	khadekhade kyaa soch rahaa hai	huaa kahaan se aanaa kaun des hai jaanaa baabuu kaun des hai jaanaa kaun des hai jaanaa baabuu	suuraj duubaa chaand na nikalaa	suuraj duubaa chaand na nikalaa biitaa samaan suhaanaa	suuraj duubaa chaand na nikalaa biitaa samaan suhaanaa	raah andherii baat na chhuute samajh ke qadam uthaanaa	kaun des hai jaanaa baabuu kaun des hai jaanaa	kaun des hai jaanaa baabuu kaun des hai jaanaa	saathii aawanjaawan yahii sunaatii gaanaa	saathii aawanjaawan yahii sunaatii gaanaa	jiitejii hai chalanaa phiranaa	jiitejii hai chalanaa phiranaa	mare to ek thikaanaa	mare to ek thikaanaa	kaun des hai jaanaa baabuu kaun des hai jaanaa	kaun des hai jaanaa baabuu kaun des hai jaanaa	
de de kudaa ke naam pe pyaare,aalam aara,1931,wazir muhammad khan,ferozeshah mistri  b irani,, de de kudaa ke naam pe pyaare taakat ho gar dene kii kuchh chaahe agar to maang le mujhase himmat ho gar lene kii
pujaarii more mandir men aao,jaagirdaar,1937,surendra bibbo,anil biswas,pt indra, bibbo pujaarii more mandir men aao nainnon kii gangaa jamunaa men saajan aao nahaao	surendra prem dev kii karo aaratii sneh sudhaa barasaao dil ke taaron par sajanii tum diipak raag sunaao	donon pujaarii more mandir men aao	surendra pujaarii more mandir men aao	bibbo bachapan ruuth gayo kyuun mose koii ye batalaao joban ruuth na jaaye baalam aisii raah bataao	donon pujaarii more mandir men aao	bibbo pujaarii more mandir men aao	surendra chandragrahan hai chandramukhii tum aao yahaan chhup jaao ruupsudhaa kii mast pyaalii piio aur pilaao	donon pujaarii more mandir men aao	donon pujaarii more mandir men aao
mujhe mil jaayegii unakii dagariyaa,ek hi rasta,1939,anil biswas wahidan,anil biswas,pt indra,	anil	mujhe mil jaayegii unakii dagariyaa kaahe ghirghir aaye badariyaa	anil	chaahe panchhii na bole chaahe chandramaa aankh na khole unhen dhuundh nikaalegii hamarii najariyaa	wahidan	dwaar nayaa chhat nayii nayaa ghar ghar kaa sab saamaan nayaa phir bhii sakhii kahii tikatii nahiin hai vyaakul hamarii najariyaa	donon	mujhe mil jaayegii	
naa pii kii nagariyaa aaye hai,devdaas,1935,pahari sanyal,timir baran,kedar sharma,	naa aaye hai naa pii kii nagariyaa aaye hai naa chain karejawaa paaye hai	naa aaye hai naa pii kii nagariyaa aaye hai naa chain karejawaa paaye hai	naa ek najariyaa aaye hai naa pii kii nagariyaa aaye hain	rain andherii rasataa duur thak kar huaa musaafir chuur	rain andherii rasataa duur haan rain andherii rasataa duur thak kar huaa musaafir chuur	rain andherii rasataa duur haan rain andherii rasataa duur thak kar huaa musaafir chuur	dhiiredhiire teraa jiivan haan haan dhiiredhiire teraa jiivandiipak bujhataa jaaye hai	naa pii kii nagariyaa aaye hai	naa pii kii nagariyaa aaye hai	
bande naav kaa langar chod,kangan,1939,arun kumar,ramchandra pal,pt narottam vyas,	bande naav kaa langar chod naav kaa langar chod bande naav kaa langar chod umadii terii nain kii nadiyaa naav kaa langar chod	bande naav kaa langar chod naav kaa langar chod bande naav kaa langar chod umadii terii nain kii nadiyaa naav kaa langar chod	naa koii teraa sangiisaathii phir bhii balatii jiiwanbaatii chalanaa ho to chal re ikale mil jaaye to usase mil le jisane tujhase ghar chhudawaayaa ghar ko tere tod naav kaa langar chod 
shaalaa jawaaniyaan maanen,gulebakawali punjabifilm,1939,noorjehan,ghulam haider,wali sahab,	shaalaa jawaaniyaan maanen shaalaa jawaaniyaan maanen akhaa naa modiin pii lai akhaa naa modiin pii lai pii lai	shaalaa jawaaniyaan maanen shaalaa jawaaniyaan maanen akhaa naa modiin pii lai akhaa naa modiin pii lai pii lai	shaalaa jawaaniyaan maanen	akhiyaan wich akhiyaan paa ke taubaa nuun phaaii laa ke	akhiyaan wich akhiyaan paa ke taubaa nuun phaaii laa ke	pighalii huii jannat pii jaa	pighalii huii jannat pii jaa	kaliyaan dii asamat pii jaa	kaliyaan dii asamat pii jaa	jii lai dochaar dihaade jii lai jii lai dochaar dihaade jii lai jii lai shaalaa jawaaniyaan maanen	shaalaa jawaaniyaan maanen akhaa naa modiin pii lai akhaa naa modiin pii lai pii lai shaalaa jawaaniyaan maanen	pagale munhzor jawaanii mudmud ke hath naiin aanii	pagale munhzor jawaanii mudmud ke hath naiin aanii	saaqii ton phad paimaanaa	saaqii ton phad paimaanaa	pii lai saramast zawaanaa jii lai dochaar dihaade jii lai jii lai dochaar dihaade jii lai jii lai shaalaa jawaaniyaan maanen	shaalaa jawaaniyaan maanen akhaa naa modiin pii lai akhaa naa modiin pii lai pii lai shaalaa jawaaniyaan maanen
bhaaii ham paradesii log hamen kaun jaane,ek hi raastaa,1939,anil biswas,anil biswas,pt indra, bhaaii ham paradesii log hamen kaun jaane o bhaaii ham paradesii log hamen kaun jaane naa koii apanaa naa koii apanii sabhii paraaye log hamen kaun pahachaane re bhaaii ham paradesii log hamen kaun pahachaane re bhaaii ham paradesii log	kud hii rijhaaen kud man jaaen chaahe ramaayen jog chaahe bane diivaane re bhaaii ham paradesii log	sab se milate phir bhii akele apane dil kaa rog koii kyaa jaane re bhaaii ham paradesii log	naa koii apanaa naa koii apanii sabhii paraaye log hamen kaun pahachaane re bhaaii ham paradesii log hamen kaun pahachaane re bhaaii ham paradesii log 
barakhaa kii raat aaii manavaa,adhikar,1938,pankaj mullick,timir baran,munshi arzoo,	barakhaa kii raat aaii manavaa kar le man kaa baat garajat sankat kaa badaravaa duhkh kii padat phuhaar manavaa kar le man kaa baat	kaarii rainaa naagin achakaae jiyaaraa dekh daraae meghaa garaje jiyaaraa laraje kholo man kaa dvaar manavaa kar le man laa baat	nainan se nainaa muskaaye chhaaye jagat ujiyaaraa man men jhar jhar amrit barase jaisa saavan kii phuhaar manavaa kar le man kaa baat	aao barakhaa rut men bole byaakul man ke bain chhod jagat kii ultii riiti jhuuthaa hai sansaar manavaa kar le ma kaa baat	endindian
prem kaa hai is jag men,president,1937,saigal,r c boral,, prem kaa hai is jag men panth niraalaa prem to hai is duniyaa men kaaran duhkh kaa premii ko hotaa hai anubhav sukh kaa shiital pavan hai usako prem kii jvaalaa	 prem kaa hai is jag men panth niraalaa prem to hai is duniyaa men kaaran duhkh kaa premii ko hotaa hai anubhav sukh kaa shiital pavan hai usako prem kii jvaalaa	prem kaa hai is jag men panth niraalaa	prem japan kii jag men riit hai nyaarii asuvan ke manakon par prem pujaarii roro kar japataa hai prem kii maalaa	prem japan kii jag men riit hai nyaarii asuvan ke manakon par prem pujaarii roro kar japataa hai prem kii maalaa	prem kaa hai is jag men panth niraalaa	paagal premii ab tuu kyon rotaa hai prem kaa to aisaa hii phal hotaa hai	paagal premii ab tuu kyon rotaa hai prem kaa to aisaa hii phal hotaa hai	pahale kaahe na tuune dekhaabhaalaa	pahale kaahe na tuune dekhaabhaalaa	pahale kaahe na tuune dekhaabhaalaa
sanwariyaa prem kii bansii sunaa,street singer,1938,saigal kanan devi saigal,rai chand boral,aarzoo lakhnawi,	sai	sanwariyaa prem kii bansii sunaa kaa	pataliipatalii zaraa sii banasii	badebade gun gaaye	saat suron ke pher badal se	saare raag bajaaye	sanwariyaa prem kii banasii sunaa do	sanwariyaa prem kii bansii sunaa	sai	niramohii ko ruup dikhaaye	mohii ko tarasaaye	munh par daal ke kaalii kamaliyaa	din ko raat banaaye do	sanvariyaa prem kii bansii sunaa	sanvariyaa prem kii bansii sunaa	aap to priit kii riit na jaane aur ko priit sikhaaye pyaar men maare baan najar kaa aankh kaa chakr ghumaaye	kaa	man ke dhyaan se rajadhaa raanii	lambii daud lagaaye sai	man ke dhyaan se rajadhaaraanii	lambii daud lagaaye kaa	mathuraa se	mathuraa se gokul tak jaaye	darashan kar laut aaye sai	mathuraa se gokul tak jaaye	darashan kar laut aaye do	laut aaye phir jaaye	laut aaye phir jaaye	laut aaye phir jaaye	laut aaye phir jaaye	banasii sunaaye	banasii sunaaye	banasii sunaaye	sai	bansii sunaaye kaa	banasii sunaaye 
tum bin naiyaa morii kaun taraave,swarag ki sidhi sati vimla,1935,umrazia begum,gulam haider,wali sahib,	tum bin naiyaa morii kaun taraave	tum bin naiyaa morii kaun taraave	raamraamraam tum bin nahiin chale	tum bin naiyaa morii kaun taraave aavoaavo diinabandhu duubat bachaavo	tum bin naiyaa morii kaun taraave aavoaavo diinabandhu duubat bachaavo	naiyaa morii bhavsaagar se paar lagaavo	tum bin naiyaa morii kaun taraave raamraamraam	
pinjare de vich qaid jawaanii,gulebakawali punjabifilm,1939,noorjehan,ghulam haider,wali sahab, pinjare de vich qaid jawaanii pinjarea de vich qaid jawaanii mastaanii qaid jawaanii4	mastaanii	pinjare de vich qaid jawaanii aape hasanaa aape ronaa2	aape hanjuaan haar paronaa aape kainii aape sunanii2	hanjuaan bharii kahaanii2	pinjare dea vich qaid jawaanii2	mastaanii	haae jawaanii mastaanii tuun vii rogii main vii rogan ik duuje di piid vandaaiiye2	kalleyaan baike dil diyaan lagiyaan hanjuaan naal bujhaaiiye2	ag vich gede paanii pinjare dea vich qaid jawaanii2	mastaanii 
raadhe raanii de daaro naa bansarii morii re,pooran bhagat,1933,saigal,r c boral,,	raadhe raanii de daaro naa	raadhe raanii de daaro naa	bansarii morii re raadhe raanii de daaro naa bansarii morii re raam raadhe raanii de daaro naa bansarii morii re	raadhe raanii de daaro naa bansarii morii	kaahe se bajaauun raadhe kaahe se main gaauun re	kaahe se bajaauun raadhe kaahe se main gaauun re	kaahe se bajaauun raadhe kaahe se main gaauun re	kaahe se main laavuun gainyaan	kaahe se main laavuun gainyaan	haan re kaahe se main laavuun gainyaan	haan re kaahe se main laavuun gainyaan	terii re	raadhe raanii de daaro naa	raadhe raanii de daaro naa	bansarii morii	mukh se bajaavo taanaa kanth se gaavo re	mukh se bajaavo taanaa kanth se gaavo re	mukh se bajaavo taanaa kanth se gaavo re	lathiyaa se laavo gainyaan	lathiyaa se laavo gainyaan	haan re lathiyaa se laavo gainyaan merii re	raadhe raanii de daaro naa	raadhe raanii de daaro naa	bansarii morii	yaa bansii men more praan basat hain	yaa bansii men more praan basat hain	vaahii bansii re gaii haan re	vaahii bansii re gaii	vaahii bansii re gaii	chorii re	raadhe raanii de daaro naa raadhe pyaarii de daaro naa bansarii morii re raadhe raanii de daaro naa bansarii morii
saanwar waalaa vahii re saanwar jiyaraa re jaraaye,pukaar,1939,naseem sardar akhtar,mir sahab,kamal amrohi,	saanwar waalaa	saanwar waalaa	vahii re saanwar jiyaraa re jaraaye	vahii re saanwar jiyaraa re jaraaye	saanwar waalaa	vahii re saanwar jiyaraa re jaraaye	saanwar waalaa	baingan tore gai thii raamaa	baingan tore gai thii raamaa	phansii re baingan bhadiyaa re	phansii re baingan bhadiyaa re	saanwar waalaa	vahii re saanwar jiyaraa re jaraaye	vahii re saanwar jiyaraa re jaraaye	saanwar waalaa	vahii re saanwar jiyaraa re jaraaye	saanwar waalaa	dil tuute par phal aile	dil tuute par phal aile	pad gaii lai jaa kaa kii najariyaa	pad gaii lai jaa kaa kii najariyaa	saanwar waalaa	vahii re saanwar jiyaraa re jaraaye	vahii re saanwar jiyaraa re jaraaye	saanwar waalaa	vahii re saanwar jiyaraa re jaraaye	saanwar waalaa	koii tohare phal naa le jaa	koii tohare phal naa le jaa	koii tohare phal naa le jaa	wohii na sundar phal na le jaa	wohii na sundar phal na le jaa	le jaa re	saanwar waalaa	vahii re saanwar jiyaraa re jaraaye	vahii re saanwar jiyaraa re jaraaye	saanwar waalaa	vahii re saanwar jiyaraa re jaraaye	vahii re saanwar jiyaraa re jaraaye	
karuun kyaa aas niraas bhaii,dushman,1939,saigal,pankaj mullick,arzoo lucknowi, karun kya aas niraas bhai	 karun kya aas niraas bhai	 karun kya aas niraas bhai	 karun kya aas niraas bhai	diya bujhe phir se jal jaaye raat andheri jaye din aye mitati as hai jyot ankhiyan ki	diya bujhe phir se jal jaaye raat andheri jaye din aye mitati as hai jyot ankhiyan ki	samajh gai to gai karun kya	jab na kisine raah sujhai dilase ek avaz ye ai himmat baandh sambhal badh age rok nahin hai koi karun kya aas niraas	karana hoga khun ko paani deni hogi har qurabani himmat hai to itana samajh le aas bandhegi nai karun kya aas niraas 
jhuki aaii re badariyaa saawan kii,bhaabhi,1938,renuka devi,saraswati devi,meerabai,	jhuki aaii re badariyaa saawan kii	jhuki aaii re badariyaa saawan kii	saawan kii manabhaawan kii	saawan kii manabhaawan kii	jhuki aaii re badariyaa saawan kii jhuki aaii re badariyaa	nanhiinnanhiin bundiyaan meharaa barase piipii papiihaa raaj kare alii jaaye kaho piyaa aawan kii	jhuki aaii re badariyaa saawan kii jhuki aaii re badariyaa	sun re hathii papiihaa paapii pii ko naam na le	sun paave koii birahaa kii naarii pii kaaran kiije	ye dou nainaa kaho naa maanen nadiyaa bahe jaise saawan kii	koii jaaye kaho piyaa aawan kii jhu jhuki aaii re badariyaa saawan kii jhuki aaii re badariyaa	saawan kii manabhaawan kii	saawan kii manabhaawan kii	jhuki aaii re badariyaa saawan kii jhuki aaii re badariyaa 
yahii aarazuu thii dil kii ki qariib yaar hotaa,madam fashion,1936,jugal kishor,jaddan bai,jaddan bai,	yahii aarazuu thii dil kii ki qariib yaar hotaa aur hazaar jaan se qurabaan main hazaar baar hotaa	na sahii agar nahiin thaa butebevafaa pe qaabuu yahii bas thaa mere bas men dilebeqaraar hotaa	jo pilaanaa thaa pilaataa koii aisii may ai saaqii jise pii ke taab mahashar na main hoshiyaar hotaa	har ek aafaton kaa karataa main kushii se kairmaqadam main alam ko bhuul jaataa jo tuu gamagusaar hotaa	tujhe lutfediid milataa mujhe lutfemarg qaatil main hameshaa marataa rahataa koii aisaa vaar karataa 
bhaaii re kabiir sun le kabiir ramaiyaa kii joruu na luutaa,kangan,1939,pradeep chorus,saraswati devi,sant kabir,	bhaaii re kabiir sun le kabiir	bhaaii re kabiir sun le kabiir	ramaiyaa kii joruu na luutaa bazaar luutaa bazaar haan luutaa sansaar	ramaiyaa kii joruu na luutaa bazaar luutaa bazaar haan luutaa sansaar	bhaaii re kabiir sun le kabiir	bhaaii re kabiir sun le kabiir	nar bhii luute dev bhii luute	nar bhii luute dev bhii luute	machaa diyaa haahaakaar	machaa diyaa haahaakaar	bhaaii re kabiir sun le kabiir	bhaaii re kabiir sun le kabiir	kaduu kaat mridang baajaayaa niibuu kaat majiiraa	kaduu kaat mridang baajaayaa niibuu kaat majiiraa	kaat turaiyaa mangal gaave naache baalam khiiraa	kaat turaiyaa mangal gaave naache baalam khiiraa	haan naache baalam khiiraa	bhaaii re kabiir sun le kabiir	bhaaii re kabiir sun le kabiir	band karo 
lo khaa lo maidam khaanaa,street singer,1938,khemchand prakash female,r c boral,arzo lucknavi,	khaa lo maidam khaanaa	hai jaan labon par aaii	aur pet men ud gaii dhuul	muye chanduul	gadhe kii zuul	gadhe kii zuul	raste men thokar khaaii	raste men thokar khaaii	aur chot dekho aaii	aur chot dekho aaii	ye sab bakbak hai fizuul	ye sab bakbak hai fizuul	muye mazuul	naamaakuul	ye saalan hai ye chapaatii	ye saalan hai ye chapaatii	main puuriikachorii khaatii	haan puuriikachorii khaatii	mujhako to nahiin hai bhaatii	haan puuriikachorii khaatii	haan puuriikachorii khaatii	tum thaharo abhii le aauun	yaa kachchaa tujhe chabaauun	naamaakuul	gadhe kii zuul	muye chanduul	tum bakhsho haan bakhsho	tum bakhsho haan bakhsho	tumako chod duun hiin tujhako	tumako chod duun hiin tujhako	uuljaluul	pilaa dii dhuul 
yaad na kar dilehaziin bhuulii huii kahaaniyaan,deccan queen,1936,surendra nath,pransukh nayak,jiya sarhadi,	yaad na kar dilehaziin bhuulii huii kahaaniyaan yaar kii bazmenaaz men guzarii huii javaaniyaan	terii balaa men jaanejaan rote hain ham to kyaa huaa ishq men yuun hii besuquun katatii hain zindgaaniyaan	aapako mujhase ishq thaa isalie aap chup rahe kahatii rahii dabii zubaan aapakii bezubaaniyaan 
bhuulii huii yaad aaii kahaanii haay mohabbat haay jawaanii,toofaani taarzan,1937,ahmad dilawar,master mohammed,pt gyan,	bhuulii huii yaad aaii kahaanii haay mohabbat haay jawaanii	bhuulii huii yaad aaii kahaanii haay mohabbat haay jawaanii	waapis the raajaa ai ahadefaanii haay mohabbat haay jawaanii	waapis the raajaa ai ahadefaanii haay mohabbat haay jawaanii	saawan kii bhiigii bhiigii sii zaayaa	dil kaa fasaanaa jaag ke sunanaa	dil kaa fasaanaa jaag ke sunanaa	apanii kahaanii dil ko sunaanii haay mohabbat haay jawaanii	apanii kahaanii dil ko sunaanii haay mohabbat haay jawaanii	guzarii jawaanii chhin maa gulet men	guzarii jawaanii chhin maa gulet men	sozemohabbat ab tak baaqii	sozemohabbat ab tak baaqii	ye aag shaayad hai jaavedaanii	ye aag shaayad hai jaavedaanii	haay mohabbat haay jawaanii	haay mohabbat haay jawaanii	bhuulii huii yaad 
ausar biito jaat praanii tero,pooran bhagat,1933,saigal,r c boral,, haan ausar biito jaat praanii tero	 haan ausar biito jaat praanii tero	 haan ausar biito jaat praanii tero	ausar biito jaat haan is kaal kii heraapherii men	ausar biito jaat haan is kaal kii heraapherii men	ausar biito jaat haan is kaal kii heraapherii men	tero ausar biito jaat	saath mint guzare gayaa ghantaa	saath mint guzare gayaa ghantaa	chaubiis men dinraat palpal kar ke tiin hot hai	chaubiis men dinraat palpal kar ke tiin hot hai	ik aawat ik jaat praanii tero	ik aawat ik jaat praanii tero	ausar biito jaat haan is kaal kii heraapherii men tero ausar biito jaat	kher kubiil kar baras hot hai	kher kubiil kar baras hot hai	rituritu men douu maas maasmaas men tiis divas hai	rituritu men douu maas maasmaas men tiis divas hai	gaii sandhyaa aaii raat praanii tero	gaii sandhyaa aaii raat praanii tero	gaii sandhyaa aaii raat praanii tero	gaii sandhyaa aaii raat praanii tero	ausar biito jaat haan is kaal kii heraapherii men tero ausar biito jaat	baalakapan gayaa khel gayaa khelkuud men jauban jubatii saath	baalakapan gayaa khel gayaa khelkuud men jauban jubatii saath	briddh bhayo kachhu ban nahiin aave	briddh bhayo kachhu ban nahiin aave	saunpat teraa haath praanii tero	ausar biito jaat haan is kaal kii heraapherii men tero ausar biito jaat 
ye kuuch ke waqt kaisii aawaaz,kaarwaanehayaat,1935,pahadi sanyal,mihir kiran bhattacharya,, ye kuuch ke waqt kaisii aawaaz dil ke kaanon men aa rahii hai ye kyaa biso hai ye kyaa kashiish hai jo mujh ko waapas bulaa rahii hai	bichhe hue hai zamiin pe motii shuaaen baadal pe chal rahii hain fizaaen rangiin hain aisii dilakash jo mujh ko waapas bulaa rahii hain	parinde shaakhon men gaa rahe hain hawaaen jhuulaa jhulaa rahii hain inhiin men koyal kii kuuk bhii hai jo mujh ko waapas bulaa rahii hai	breeze	chhutaa jo kaanton se apanaa daaman to badhake dariyaa men bah rahaa hai shajar kii har shaak saraniguun hai nasiimesaharii bulaa rahii hai ye kuuch ke waaaaqt
jagat men prem hii prem bharaa hai,millionaire karorpati,1936,saigal,r c boral,kedar sharma, jagat men prem hii prem bharaa hai	 jagat men prem hii prem bharaa hai	binaa prem yahaan kachhu na dharaa hai	binaa prem yahaan kachhu na dharaa hai	jagat men prem hii prem bharaa hai	jagat men prem hii prem bharaa hai	shiital pawan chalat jab yaarii	shiital pawan chalat jab yaarii	jhuum ke gaawat daaliidaalii	jhuum ke gaawat daaliidaalii	jagat men prem hii prem bharaa hai	jagat men prem hii prem bharaa hai	koyal ban men shor machaave	koyal ban men shor machaave	miithe giit papiihaa gaave koyal ban men shor machaave miithe giit papiihaa gaave bhauraa phuulon ko samajhaave	miithe giit papiihaa gaave koyal ban men shor machaave miithe giit papiihaa gaave bhauraa phuulon ko samajhaave	miithe giit papiihaa gaave koyal ban men shor machaave miithe giit papiihaa gaave bhauraa phuulon ko samajhaave	jagat men prem hii prem bharaa hai	jagat men prem hii prem bharaa hai	
anuraadhaa o anuraadhaa  gokul se gaye giradhaarii,vidyapati,1937,k c dey,r c boral,kedar sharma,	anuraadhaa o anuraadhaa	kyuun rii pagalii arii is tarah rone se kyaa hogaa o tum aansuu ponchh rahii ho magar mujhe hichakiyon kii awaaz to sunaaii de rahii hai achchhaa suno tumhen ek kahaanii sunaauun bahot din huye ek baar	gokul se gaye giradhaarii	gokul se gaye giradhaarii	huii suunii nagarii saarii gokul se gaye giradhaarii	jit dekho ut chhaaii udaasii rovat hai narnaarii	jit dekho ut chhaaii udaasii rovat hai narnaarii	gokul se gaye giradhaarii	giradhaarii to gokul se chale gaye jo vrindaawan waale the unakaa kyaa haal huaa	nainan niir na chain jiyaa men	nainan niir na chain jiyaa men	shok huaa atii bhaarii	shok huaa atii bhaarii	aur gopiyon kii haalat to aur bhii karaab thii bichaarii kahatii thii	kaise jaauun jamunaa jal bharane kaise jaauun jamunaa jamunaa jal bharane kaise jaauun jamunaa jal bharane tat pe na aaj muraarii	kaise jaauun jamunaa jal bharane kaise jaauun jamunaa jamunaa jal bharane kaise jaauun jamunaa jal bharane tat pe na aaj muraarii	magar sabase zyaadaa dukh jaanatii ho kise huaa thaa anuraadhaa jaisii ek raadhaa thii bichaarii bichaarii roro kar kahatii thii	kaanhkaanh har aan ratat man	kaanhkaanh har aan ratat man	bhuulat naahiin bihaarii	bhuulat naahiin bihaarii	kahe bidyaapatii madhusuudan ne raadhe raadhe man se bisaarii	kahe bidyaapatii madhusuudan ne raadhe raadhe man se bisaarii	
main kush honaa chaahuun,dhoop chhaaon bhagya chakra,1935,parul ghosh suprova sarkar harimati,rai chand boral,pt sudarshan,	main kush honaa chaahuun kush ho na sakuun jab tak hai teraa cheharaa udaas sir par sankat pade kabhii ro na sakuun jab tak rahe terii aankhon men aas	aanand nagar ke baasii aanand lutaane aae duniyaan ke dukhiyaaon kaa dukh dard mitaane aae merii aankhon men priit mere honthon pe giit mere man men hai miit mere jiivan men jiit muft men luuto sabhii dukh se chhuuto sabhii aao aao hamaare paas 
basant ritu aaii aalii phuul khilii daaliidaalii,chandidaas,1934,uma shashi,r c boral,aga h kashmiri,	basant ritu aaii aalii phuul khilii daaliidaalii kuunjkuunj koyaliyaa bole	basant ritu aaii aalii phuul khilii daaliidaalii kuunjkuunj koyaliyaa bole	daadur paapii haa mor naachat karat shor	daadur paapii haa mor naachat karat shor	ghiri jaaye sukh men dolen	ghiri jaaye sukh men dolen	ghiri jaaye sukh men dolen	basant ritu aaii aalii phuul khilii daaliidaalii kuunjkuunj koyaliyaa bole 
is paapa kii duniyaa se ab aur kahiin le chal,dukhiari a tale of selfless love 1937 and zamana 1938,1937,amirbai,anil biswas,gauri shankar lal akhtar,	is paapa kii duniyaa se ab aur kahiin le chal	is paapa kii duniyaa se ab aur kahiin le chal	chit chain jahaan paae chit chain jahaan paae le chal tuu wahiin le chal is paapa kii duniyaa se ab aur kahiin le chal	logon kii jafaaon se duniyaa kii nigaahon se	logon kii jafaaon se duniyaa kii nigaahon se	aa duur kahiin le chal aa duur kahiin le chal ab aur kahiin le chal	is paapa kii duniyaa se ab aur kahiin le chal	is paapa kii duniyaa se ab aur kahiin le chal	chit chain jahaan paae chit chain jahaan paae le chal tuu wahiin le chal is paapa kii duniyaa se ab aur kahiin le chal	chit chain jahaan paae chit chain jahaan paae le chal tuu wahiin le chal is paapa kii duniyaa se ab aur kahiin le chal	
