Title,Film,Year,Singer,Composer,Lyricist,Lyrics
jaane do mujhe jaane do,nonfilmdil padosi hai,1987,asha,r d burman,gulzar, jaane do mujhe jaane do jaane do mujhe jaane do ranjishen yaa gile wafaa ke sile jo gaye jaane do jaane do mujhe jaane do jaane do mujhe jaane do	thodii kalish hogii thodaa saa gam hogaa	thodii kalish hogii thodaa saa gam hogaa	tanhaaii to hogii ehsaas kam hogaa gaharii kharaashon kii gaharii nishaaniyaan hain chehare ke neeche kitanii saarii kahaaniyaan hain maajii ke silsile jaa chuke jaane do	naa aa aa	ummiidoshauq	saare lautaa rahii huun main	saare lautaa rahii huun main	rusawaaii thodii sii le jaa rahii huun main baasii dilaason kii shab to guzaar aaye aankhon se gard saarii roke utaar aaye aankhon ke bulbule bah gaye jaane do	naa aa aa
kaho kahaan chale jahaan tum le chalo,bulandi,1980,kishore asha,r d burman,majrooh, kishore	kaho kahaan chale asha	jahaan tum le chalo	phir bhii manzil kahaan kishore	jahaan hamase milo	kaho kahaan chale asha	jahaan tum le chalo kishore	phir bhii manzil kahaan asha	jahaan hamase milo	kishore	pyaar kaa safar to diivaanaa asha	aa	aa	aa kishore	kabar nahii	kahaan liye jaaye masataanaa	kahaan liye jaaye masataanaa	kishore	pyaar kaa safar to diivaanaa asha	la	la	la kishore	khabar nahii	kahaan liye jaaye masataanaa	kahaan liye jaaye masataanaa	mod aaye jahaan vahaan milake chalo	kishore	phir bhii manzil kahaan asha	jahaan hamase milo	asha	kaash ghataa zaraa barase kishore	hun hun hun asha	lipat rahaa	saajan se jii bharake	saajan se jii bharake	asha	kaash ghataa zaraa barase kishore	ae he he he asha	lipat rahaa	saajan se jii bharake	saajan se jii bharake	rang uthe samaa aaj aise milo kishore	phir bhii manzil kahaan asha	jahaan hamase milo	kishore	barakhaa kii dekho rang raliyaa asha	lah	la	la kishore	buunden nahiin	tumpe lutaa rahii kaliyaan	tumpe lutaa rahii kaliyaan	asha	dil to kahe jaane jaa kishore	ae he he he asha	ruk jaa yahiin	aage kahiin nahiin jaanaa	aage kahiin nahiin jaanaa	kishore	yahii dil men baso	yahii dil men khilo kishor	phir bhii manzil kahaan asha	jahaan hamase milo
paas rahataa hai duur rahataa hai,ameer aadmi gareeb aadmi,1985,lata,r d burman,nida fazli, paas rahataa hai duur rahataa hai koii dil men zaruur rahataa hai	kisakii aankhen hain merii aankhon men vohii suurat hai saare cheharon men hosh men bhii suruur rahataa hai koii dil men	jab javaanii nashe men dhalatii hai roshanii saath saath chalatii hai har andhere men nuur rahataa hai koii dil men	pyaar jisako nasiib hotaa hai vo bhii kyaa kushanasiib hotaa hai zindagii bhar guruur rahataa hai koii dil men 
mere jiivan saathii pyaar kiye jaa,ek duje ke liye,1981,anuradha paudwal s p balasubramaniam,laxmikantpyarelal,anand bakshi, sa	mere jiivan saathii pyaar kiye jaa anu vaah vaah sa	haan haan	mere jiivan saathii pyaar kiye jaa	javaanii diivaanii	anu o o sa	khuubasurat ziddii padosan satyam shivam sundaram satyam shivam sundaram	satyam shivam sundaram	anu jhuuthaa kahiin kaa sa	jhuutha kahiin kaa haan hare raamaa hare krishhnaa anu dhat chaar sau biis aavaaraa sa	dil hii to hai anu hai sa	aashiq huun bahaaron kaa tere mere sapane tere ghar ke samane aamane saamane shaadii ke baad anu shaadii ke baad o baap re sa	haan haan haan haan	hamaare tumhaare	anu kyaa sa	munnaa guddii tinkuu milii shin shinaakii buubalaa buu khel khel men shor shor shor	anu bhuul gaye sa	jaacnii meraa naam anu achchhaa sa	chorii meraa kaam jaacnii meraa naam o chorii meraa kaam anu o sa	raam aur shyaam anu dhat bandalabaaz sa	ladakii milan giit gaataa chal pyaar kaa mausam anu besharam sa	aahaa haahaahaahaa pyaar kaa mausam anu besharam	sa	satyam shivam sundaram satyam shivam sundaram	satyam shivam sundaram	mere jiivan saathii pyaar kiye jaa anu jaa jaa sa	javaanii diivaanii	khuubasurat ziddii padosan satyam shivam sundaram	ishq ishq ishq anu	naughty boy	sa	haa haa ishq ishq ishq anu	bluff master	sa	ye raaste hain pyaar ke chalate chalate mere hamasafar anu aah sa	hamasafar dil teraa diivaanaa diivaanaa mastaanaa chhaliyaa anjaanaa anu giggles	pagalaa kahiin kaa sa	chhaliyaa anjaanaa aashiq begaanaa lofar anaadii	badhatii kaa naam daadhi chalati kaa naam gaadii	badhatii kaa naam daadhi chalati kaa naam gaadii	jab pyaar kisii se hotaa hai ye sanam anu o ho sa	jab yaad kisii kii aatii hai janeman anu sach sa	bandan kangan chandan jhuulaa chandan kangan bandan jhuulaa bandan jhuulaa kangan jhuulaa chandan jhuulaa jhuulaa jhuulaa jhuulaa jhuulaa	dil diyaa dard liyaa jhanak jhanak paayal baaje chham chhamaa chham giit gaayaa pattharon ne saragam satyam shivam sundaram satyam shivam sundaram satyam shivam sundaram	sa	mere jiivan saathii pyaar kiye jaa anu chal chal sa	javaanii divaanii khuubasurat ziddii padosan satyam shivam sundaram satyam shivam sundaram	anu sa laa laa laa laa laa laa sa	come on good	anu sa laa laa laa laa laa laa 
are aaj kanhaiyaa dekhenge  naach merii raadhaa zaraa zoron se,jaadugar,1989,kumar sanu alka yagnik,kalyanji anandji,prakash mehra, ku	are aaj kanhaiyaa dekhenge aur naachegii raadhaa	ham aae hain yaar se karake ye pakkaa vaadaa haan haan ye pakkaa vaadaa	apanaa rastaa rok sakegii ab naa koii baadhaa haan haan ab naa koii baadhaa	are aaj kanhaiyaa dekhenge	chhun chhanaanananan chhum chhum chhum are ho jaao shuru	naach merii raadhaa zaraa zoron se naach	puurab se naach raadhaa pashchim se naach	uttar se naach raadhaa daxin se naach	chaaron dishaaon chaaron or se naach	naach merii raadhaa zoron se naach a	naachuungii balakhaa ke laharaa ke naach	sang tumhaare mujhe kaahe kii laaj	naachegii raadhaa zoron shoron se naach ku	naach merii raadhaa	raadhaa aa aa raadhaa	raadhaa apane ruup kaa aisaa mantar maar	chamatkaar karane vaalon kaa ho jaae bantaadhaar	chhal vaalon ko bal se maaro bal vaalon ko chhal se a	chhal vaalon ko	kitanii bhii mushkil ho baazii jiit lo yahaan akl se ku	haan haan jiit lo yahaan akl se	he ungalii pe jo yahaan sabako nachaae	hamen isako nachaanaa padegaa	haa haa haa haa akl ke andhon ko o raastaa dikhaae	use raste pe laanaa padegaa a	haan use raste pe laanaa padegaa ku	pardaa uthaa naqalii cheharon se aaj	pahanaa de zulmon ko kaanton kaa taaj a	jinako hai apane qarishmon pe naaz	khul jaae unake qarishmon kaa raaz ku	haan chaaron dishaaon chaaron or	a	krishnaa	krishnaa	krishnaa	krishnaa	main terii kathaputalii krishnaa jaise nachaae naachuun	tujhamen main huun mujhamen tuu hai tere binaa main kyaa huun	jo aasamaanon men udataa phire use dharatii pe laanaa padegaa ku	haan khud ko jo bhagavaan sabakaa bataae	use insaan banaanaa padegaa a	haan use insaan banaanaa padegaa ku	dhokhe pe dhokhe jo de dhokhebaaz	kab tak karegaa dilon pe vo raaj a	tuute bharam ke rasmorivaaz	jal jaae chhaliyaa ye chhal ku	haan chaaron dishaaon chaaron or	barbaadiiegulashan kii kaatir bas ek hii ulluu kaafii hai	har saakh pe ulluu baithe hain anjaamegulistaan kaa huie a	anjaamegulistaan jo huie uu baad maa dekhaa jaaegaa	shuruaat bhaii hai abhii abhii are mazaa to baad men aaegaa 
nigaahen niichii kie  mahake hue tere lab ke gulaab,jaisi karni waisi bharni,1989,sadhana sargam mohammed aziz,rajesh roshan,indivar, nigaahen niichii kie sar jhukaae baithe ho tumhiin to ho jo meraa dil churaae baithe ho	mahake hue tere lab ke gulaab badhataa huaa teraa kamasin shabaab teraa anguurii tan jo huaa hai haay re aaj paanii bhii madiraa huii hai	rok paaegii kyaa mujhako sharmohayaa dil men dabataa nahiin aisaa tuufaan uthaa ladake had se guzarane lage hain haay re kalii bhanvare pe marane lagii hai	milanaa zaruurii huaa do dilon kaa milane ke raste nikaale jismon ne jo faasale chun lie the dil ne vo khud tod daale chaand taaron kii kyaa hai zaruurat mujhe tere tan ke bahut hain ujaale dil chhuu gaii terii tiikhii nazar tiikhii nazar kar gaii kyaa asar tan men angaaraa dahakaa huaa hai haay re aaj man hai ke ho	aaj man hai ke bahakaa huaa hai	suuraj ye bolaa kalii tuu khil jaa kiranon ke haar tujhe duungaa baadal ye bolaa kalii tuu khil jaa naii bahaar tujhe duungaa bhanvare ne kahaa kuchh bhii duungaa nahiin main to teraa pyaar luungaa kahanaa sun bhanvare kaa hans ke khil gaii kalii kisii laalach kii baat naa kalii par chalii pyaar dekar nikharane lagii hai haay re kalii bhanvare pe marane	
sajanaa o sajanaa mainne tujhase pyaar kiyaa,the loves of runa laila nonfilm,1987,runa laila chorus,rahman rajan,ali shehzad,	sajanaa o sajanaa	mainne tujhase pyaar kiyaa puraa huaa meraa sapanaa pyaar hai aisaa apanaa	tuu hii hai ab kaabon men mere chaahuun tujhako ab saanjh savere chhod na denaa mujhako sanam saath nibhaanaa apanaa	jiiwan bhar ye pyaar hamaaraa banake rahegaa apanaa sahaaraa tuut na paaye ab ye qasam pyaar na badale apanaa	teraa pyaar hai duniyaa merii tuu na milaa to mar jaauungii saath rahen ham janam janam saath na chhuute apanaa 
hamane jo bhii tumako die,mard ki zabaan,1987,kishore alka,laxmikant pyarelal,indeevar,	ki	hamane jo bhii tumako die	hamane jo bhii tumako die	lautaa do hamako vo priye	lautaa do vo bose ke saath	lautaa do vo bose ke saath	ho a	kisii ko jab die jaate hain	kisii ko jab die jaate hain	to vaapas kab lie jaate hain	tohafe aur saugaat	tohafe aur saugaat	ki	hamane jo bhii	hatatii nahiin hai nazar ho dekhuun badan ko jahaan	hatatii nahiin hai nazar ho dekhuun badan ko jahaan	aisii ravaanii sanam ho saare jahaan men kahaan	pyaar kii tum pe kii jo barasaat	pyaar kii tum pe kii jo barasaat	lautaa do hamako	a	kisii ko jab die	gesuu bikhare hue siine se lipatii rahuun lipatii rahuun	gesuu bikhare hue siine se lipatii rahuun lipatii rahuun	merii tamannaa	merii tamannaa	kii baanhon men lipatii rahuun lipatii rahuun	kii baanhon men lipatii rahuun lipatii rahuun	de ke lene kii karo nahiin baat ki	hamane jo bhii	a	kisii ko jab die	ki	lautaa do hamako	
kaabul se aayaa meraa diladaar,palay khan,1986,asha,r d burman,anand bakshi, oo oo oo kaabul se aayaa hai meraa diladaar dilabar yaar dilabar yaar dilabar yaar kitane dinon ke baad karuungii aaj main us se pyaar yaar	ko dilabar yaar dilabar yaar dilabar yaar	kaabul se aayaa hai meraa diladaar	aaj savere merii chhat pe kaalaa kauvaa bolaa thaa aayegaa mahamaan koii dhak se dil meraa dolaa thaa kaajal daalaa jhaanjhar baandhii ho gayii main taiyaar yaar	ko dilabar yaar dilabar yaar dilabar yaar	kaabul se aayaa hai meraa diladaar	hay daravaaze pe dastak deke usane meraa naam liyaa main ne jhaankaa khidakii se to usane baazuu thaam liyaa karanaa chaahaa to bhii kar na paayii main inkaar yaar	ko dilabar yaar dilabar yaar dilabar yaar	kaabul se aayaa hai meraa diladaar	bulabul aayaa batuaa laayaa batue mein the paise bhii paise mujhako kyaa karane the main to khush thii vaise bhii are mar gayii karate karate main zaalim ka intazaar yaar	ko dilabar yaar dilabar yaar dilabar yaar	kaabul se aayaa hai meraa diladaar
rotii rotii rainaa rote rote nainaa,ghunghroo ki aawaaz,1981,asha,r d burman,vijay anand,	rotii rotii rainaa rote rote rainaa rote rote thake donon chandaa muskuraae	zindagii kii bevafaaii kii kahaanii kyaa sunaae auron kii to baaten chhodo apanon se dhokhaa khaae khilaa khilaa phuul hai par kaanton se bharaa	raaginii ho chhote se ghungharuu men qaidii jaise apane hii sapanon ke ghere men ho qaidii vaise sapanon ke raajaa aa kholo pinjaraa	kahataa hai dil meraa raahii koii aaegaa ujadii hai nagarii ye khushiyaan vo laaegaa zaraa sii aashaa hai niraashaa bhii hai zaraa 
abhii to padii hai ye umr ye saarii  thodaa intazaar kiijiyegaa,qudrat kaa qaanoon,1987,anuradha paudwal,laxmikant pyarelal,sameer, abhii to padii hai ye umr ye saarii dil bhii tumhaaraa hai main bhii tumhaarii achchhii nahiin hai ye bekaraarii thodaa intazaar kiijiyegaa dil na bekaraar kiijiyegaa	chehare se pardaa uthaauungii main ulfat ke jazbe dikhaauungii main mujhape aitabaar kiijiye abhii to padii hai	zulfon ko yuun na bikharaaiye nazadiik mere na aaiye qurban tujhape jaan hamaarii yuun na vaar kiijiye thodaa intazaar kiijie dil na bekaraar kiijie	madahosh ho na yuun ladakhadaanaa achchhaa nahiin hai yuun piite jaanaa lat hai burii hai itanii khumaarii khud pe akhtiyaar kiijie abhii to padii hai	
meghaa re meghaa re mat parades jaa re,pyaasaa saawan,1981,lata suresh wadkar,laxmikantpyarelal,santosh anand,	meghaa re meghaa re meghaa re meghaa re mat parades jaa re aaj tuu prem kaa sandes barasaa re	kahaan se tuu aayaa kahaan jaayegaa tuu ke dil kii agan se pighal jaayegaa tuu dhuaan ban gayii hai kayaalon ki mahafil mere pyaar ki jaane kahaan hogii manzil ho meghaa re meghaa re meghaa re meghaa re mere gam kii tuu davaa re davaa re aaj tuu prem	barasane lagii hain buunden tarasane lagaa hai man ho zaraa koii bijalii chamakii larazane lagaa hai man aur na daraa tuu mujhako o kaale kaale ghan mere tan ko chhuu rahii hai priit kii pahalii pavan ho meghaa re meghaa re merii sun le tuu sadaa re aaj tuu prem kaa sandes barasaa re	ho meghaa re meghaa re	man kaa mayuuraa aaj magan ho rahaa hai mujhe aaj ye kyaa sajan ho rahaa hai umangon kaa saagar umadane lagaa hai baabul kaa aangan bikharane lagaa hai na jaane kahaan se hawaa aa rahii hai udaake ye hamako liye jaa rahii hai ye rut bhiigiibhiigii bhigone lagii hai ke miithe se nashtar chubhone lagii hai chalo aur duniyaa basaaenge ham tum ye janmon kaa naataa nibhaayenge ham tum ho meghaa re meghaa re meghaa re meghaa re de tuu hamako duaa re aaj tu prem kaa sandes barasaa re	ho meghaa re meghaa re	
havaa ye prabhaatii,shubhkaamna,1983,lata,r d burman,anjaan, havaa ye prabhaatii sunaae jagaae jag saaraa dhiire dhiire jaage re	jaane kahaan se chhalake ujaale jaage gulaabii savere chhupake koii niile gagan se dharatii pe sonaa bikhere ho chhupe kahaan jaake ghanere andhere	jag saaraa nayaa nayaa laage re	din yuun hii aae yuun hii chalaa jaae man pe to chaaye andhere jaane kab vo suuraj aae man men jo kirane bikheren o svarg dharaa pe utaare sanvaare	soye soye man ko jagaake re 
tiinaa ki miinaa  raamuu ke shyaamuu jo bhii naam hai,pyaar mohabbat,1988,kavita subramaniam mohammed aziz,laxmikant pyarelal,anand bakshi, mujhe degii tuu gaalii sun nakhare vaalii main ye nakharaa tujhe bhulaa duungaa tiinaa ki miinaa jo bhii naam hai hasiinaa teraa tujhako main sabak sikhaa duungaa aisaa haal banaa duungaa	raamuu ke shyaamuu jo bhii naam hai baabuu teraa tujhako main sabak sikhaa duungii phir na kisii se chhed karegaa tuu taubaa tujhase karaa duungii raamuu ke shyaamuu	ahaa tiinaa ki miinaa jo bhii naam hai hasiinaa he naach ke zaraa dikhaa to terii bhuul ko main maaf karuun saamane baith zaraa mere main teraa insaaf karuun jaa re jaa o diivaane abhii jaa ke main thaane tere naam kii rapat likhavaa duungii raamuu ke shyaamuu	main tujhase kamazor nahiin jo baahon men bhar legaa achchhaa kar kyaa karataa hai tuu meraa kyaa kar legaa fariyaad karegii mujhe yaad karegii main aisii tujhe sazaa duungaa tiinaa ki miinaa	ho meraa jii naa lagaa kahiin maine dekhaa jag saaraa naa jaane kyuun thahar gayaa yahaan main panchhii aavaaraa aayaa haath tuu mere par kaat ke tere pinjare men tujhe bithaa duungii raamuu ke shyaamuu	
ham kitane naadaan the,sitamgar,1985,kishore,r d burman,majrooh, ham kitane naadaan the yaaro aaj ye samajhe aaj ye jaanaa	 ham kitane naadaan the yaaro aaj ye samajhe aaj ye jaanaa	sach hai agar to ek muhabbat jhuuth hai baaqii saaraa fasaanaa ham kitane naadaan the yaaro aaj ye samajhe aaj ye jaanaa	pad gaye jaise in aankhon pe zulm ke nafarat ke parde	pad gaye jaise in aankhon pe zulm ke nafarat ke parde	zindagii teraa mujarim huun main ho sake to maaf kar de andhii raah ke andhe safar men biit gayaa jiine kaa zamaanaa ham kitane naadaan the yaaro aaj ye samajhe aaj ye jaanaa	ab ye muhabbat kaa ahasaan hai ye jo thodii jaan hai mujh men	ab ye muhabbat kaa ahasaan hai ye jo thodii jaan hai mujh men	aakhir main jisakaa qaatil huun zindaa vo insaan hai mujh men ab dil ke aramaan hain kyaakyaa ye to abhii dekhegaa zamaanaa ham kitane naadaan the yaaro aaj ye samajhe aaj ye jaanaa	sach hai agar to ek muhabbat jhuuth hai baaqii saaraa fasaanaa ham kitane naadaan the yaaro aaj ye samajhe aaj ye jaanaa
chhodenge na ham teraa saath o saathii marate dam tak,marte dam tak,1987,anuradha paudwal mohammed aziz,ravindra jain,ravindra jain, chhodenge na ham teraa saath o saathii marate dam tak marate dam tak nahiin agale janam tak agale janam nahiin saat janam tak saat janam nahiin janam janam tak chhodenge na ham	terii hii tasviir sajii hai dil ke aaiine men tujhase mohabbat kar ke lajjat paa hii gae jiine men detaa hai khushiyaan ab teraa gam tak padane na denge gam ke kadam tak kadam rakhenge sang janam janam tak chhodenge na ham	koii dhuundhe apane ko koii apane sanam ko apanaa kudaa bhii apanaa sanam bhii mil gayaa tujhase hamako kar lie vaade khaaii kasam tak khaaii kasam dil ke sangam tak sangam hogaa janam janam tak chhodenge na ham	mausam aate jaate rahenge saavan phaagun laate rahenge pyaar bhare dil pyaar ke nagamen is mausam se us mausam tak is aalam se us aalam tak duur na honge janam janam tak chhodenge na ham	
achchhaa kaho chaahe buraa kaho,raam balraam,1980,kishore asha,laxmikant pyarelal,anand bakshi,	achchhaa kaho chaahe buraa kaho jhuuthaa chaahe sachchaa kaho	achchhaa kaho chaahe buraa kaho jhuuthaa chaahe sachchaa kaho	hamako sab qabuul hamase bhuul ho gaii hamakaa maafii daii do	hamako sab qabuul hamase bhuul ho gaii hamakaa maafii daii do	haan jii bhuul ho gaii hamakaa maafii daii do achchhaa kaho	kuchh kar lo nahiin maanuun tum kyaa ho main jaanuun main suurat ko na dekhuun main dil ko pahachaanuun aise ho vaise ho kaise kahuun kaise ho aisaa huun kaisaa huun jaisaa kaho vaisaa huun baat pe daalo dhuul hamakaa maafii daii	main kisase darataa huun dekho kyaa karataa huun lo phaansii lagaa ke main tumape marataa huun khaanaa nahiin piinaa nahiin tum bin jiinaa nahiin	khilaunaa jaan kar tum to meraa dil tod jaate ho galii hamane kahii thii tum to duniyaa chhod jaate ho	nahiinnahiin ronaa nahiin aisaa kabhii honaa nahiin aisaa kabhii honaa nahiin	ronaa nahiin	ronaa nahiin	maranaa hai fizuul hamase bhuul ho gaii	mausam hai mastaanaa aise mat jaanaa	mere piichhe mat aanaa	mere piichhe mat aanaa	jaanaa hai to chalii jaao nakhare na dikhaao chalii jaao	are re	are re	aise mat ruuth jaao achchhaa nahiin jaatii aao ham do banake phuul hamase bhuul ho gaii	
phuul hii phuul khil uthe mere paimaane men,the finest ghazals of mehdi hassan nonfilm,1985,mehdi hasan,mehdi hasan,saleem gilani,	phuul hii phuul khil uthe mere paimaane men aap kyaa aaye bahaar aa gaii mayakaane men	aap kuchh yuun mere aaiinaaedil men aaye jis tarah chaand utar aayaa ho paimaane men	aap ke naam se taabindaa hai unwaanehayaat varanaa kuchh baat nahiin thii mere afasaane men 
merii jaan main tujhape fidaa,the loves of runa laila nonfilm,1987,runa laila,o p nayyar,madhuri joglekar,	merii jaan main tujhape fidaa de sazaa chaahe jitanii mujhe aane lagaa jiine kaa mazaa jaanejaan milaa tuu jo mujhe	bas ek terii ye adaa jaaneman tujhe kyaa pataa har ratiyaa dil le liyaa le ke meraa dil diiwaanaa kiyaa haay gazab ho gayaa	miithaa miithaa dard jawaan le chalaa hai mujhako kahaan chalii re chalii pyaar kii hawaa kisane mujhe dii hai sadaa kaisaa ajab ho gayaa 
saare jag kii tuu maataa,teri pooja kare sansaar,1984,mahendra kapoor savita sathi chorus,s madan,thakur tapasvi,	saare jag kii tuu maataa ambe jagadambe maataa saare jag kii tuu maataa jo bhii tere dar pe aataa maangii muraaden paataa	maataa tere darshan ko nange paanv nit aauun naariyal paan supaarii mewaa tujhe bhog lagaauun	meharon waalii maan saare jag pe mehar karo sharan men jo aaye tihaarii usake paap haro	baabaa ne apanii betii ko hai thukaraayaa ek maan hai tuu maiyaa siine se jise lagaayaa	uunche pahaadon waaliye uunchii hai terii shaan jag ko war detii hai terii shakti mahaan	main huun praanii insaan maiyaa main huun bhuulanahaar ho gaii hai bhuul mujhase baksh do bakshanahaar	jyoton waalii maan mere man kii jyot jagaa warshon se main pyaasaa merii pyaas bujhaa 
kabhiikabhii bezubaan parvat bolate hain,johny i love you,1982,lata,rajesh roshan,anand bakshi,	kabhiikabhii bezubaan parvat bolate hain	kabhiikabhii bezubaan parvat bolate hain	parvaton ke bolane se dil dolate hain	sar se mere aanchal sarakataa hai aise haathon men ye kangan khanakataa hai aise siine men ye dil dhadakataa hai aise jaise udate panchhii par taulate hain kabhiikabhii bezubaan	apane kayaalon se main sharamaa rahii huun madahosh huun hosh men nahiin aa rahii huun baithii huun dolii men kahaan jaa rahii huun raaste men meraa ghuunghat vo kholate hain kabhiikabhii bezubaan	honthon par aa jaaen agar dil kii baaten kaise chhupaae nazar dil kii baaten dil men hii rahatii hain magar dil kii baaten log premiyon ke man ko tokate hain kabhiikabhii bezubaan	
badii der se meghaa barasaa ho raamaa,namkeen,1982,asha,r d burman,gulzar,	badii der se meghaa barasaa ho raamaa jaliin kitanii ratiyaan	badii der se meghaa barasaa ho raamaa jaliin kitanii ratiyaan	badii der se meghaa barasaa	is pahaluu jhulasii to us pahaluu soii	is pahaluu jhulasii to us pahaluu soii	saarii raat sulagii main aayaa naa koii haan baithii rahii rakh ke hathelii pe do ankhiyaan	saarii raat sulagii main aayaa naa koii haan baithii rahii rakh ke hathelii pe do ankhiyaan	jaliin kitanii ratiyaan	badii der se meghaa barasaa ho raamaa jaliin kitanii ratiyaan	badii der se meghaa barasaa ho raamaa jaliin kitanii ratiyaan	badii der se meghaa barasaa	thodaa saa tej kabhii thodaa saa halkaa	thodaa saa tej kabhii thodaa saa halkaa	rokaa naa jaaye muii ankhiyon kaa tapakaa haan jaagii rahii le ke hathelii pe bhiigii ladiyaan	rokaa naa jaaye muii ankhiyon kaa tapakaa haan jaagii rahii le ke hathelii pe bhiigii ladiyaan	jaliin kitanii ratiyaan	badii der se meghaa barasaa ho raamaa jaliin kitanii ratiyaan	badii der se meghaa barasaa ho raamaa jaliin kitanii ratiyaan	badii der se meghaa barasaa 
merii zindagii ne mujh pe ehasaan kyaa kiyaa hai,do aur do paanch,1980,kishor,rajesh roshan,anjaan,	merii zindagii ne mujh pe ehasaan kyaa kiyaa hai jiine de naa marane de mujhe aisaa gam diyaa hai merii zindagii ne	jo milaa kho gayaa kyaa mere paas hai dard hii dard hai pyaas hii pyaas hai meraa dil hii jaane maine kyaakyaa zahar piyaa hai jiine de na marane	jal ke ham phir bujhe bujhe ke ham phir jale zindagii kuub hai ye tere faisale marmar umr saarii yahaan kaun jiyaa hai jiine de na marane	pyaar men kii vafaa to milii kyaa sazaa dostii yaar kii de gaii kyaa dagaa kyaa bolate kisii ke honthon ko sii liyaa hai jiine de na marane	
puuchho na yaar kyaa huaa dil kaa qaraar kyaa huaa,zamane ko dikhana hai,1981,asha rafi rishi padmini kolhapure chorus,r d burman,majrooh,	ko	kitochito havaa re mayaa bulaayo	aa	huun huun	puuchho na yaar kyaa huaa	dil kaa qaraar kyaa huaa	tumape to ham marmite hain abhii se	jaane hamaaraa aage kyaa hogaa	ayya yayaa ya ya yaa yaa	padminii an aage kyaa hogaa	rishhi aage shaadii	aa	e laugh	hamako mil gaii duniyaa pyaar kii	maanaa ho gae tum mere apane	phir bhii ye savaal dil men ye khayaal	na ho ye kahiin duur ke sapane	ye abakii baar kyaa huaa dil kaa qaraar kyaa huaa	tumape to ham marmite hain abhii se	jaane hamaaraa aage kyaa hogaa	ayya yayaa ya ya yaa yaa	padminii aur phir kyaa hogaa	rishhi paartiyaan daavaten	aa	apane paas kyaa aramaan ke sivaa	yuun to main tumhen aur kyaa duungii	jo bhii hai meraa main aur meraa pyaar	tumape ek baar sab lutaa duungii ho	chaahoge to main dekhuungii tumhen	kaha doge to phir sar jhukaa luungii	haay diladaar kyaa huaa dil kaa qaraar kyaa huaa	tumape to ham marmite hain abhii se	jaane hamaaraa aage kyaa hogaa	ayya yayaa ya ya yaa yaa	ko	vaahvaah	padminii are baabaa tum bhii to kuchh bolo naa	rishhi ye baat hai to suno	ra	chhodo jaanejaan tum bhii ho kahaan	ghabaraate nahiin ham zamaane se	dekho to idhar kisakaa hai jigar	ulajhe aapake is diivaane se ho	ulajhe hazaar kyaa huaa ai mere pyaar kyaa huaa	apanii khushii hogii ye zindagii hogii	isake sivaa aur aage kyaa hogaa	aa	ayya yayaa ya ya yaa yaa	ko	he	hurray	aa	haiyaa haiyaa haaa haiyaa haiyaa	bolo bolo kuchh to bolo	saamane vaale le gaye baazii	are himmat karake aage aao	duniyaa hogii tumase raazii	are haiyaa haiyaa	dekho gayaa vaqt aataa dubaaraa nahiin	phir ye na kahanaa kisii ne pukaaraa nahiin	ho bolo bolo	come on yaar	ra	puuchho na yaar kyaa huaa	dil kaa qaraar kyaa huaa	chakchakchachachachaa	puuchho na yaar kyaa huaa	dil kaa qaraar kyaa huaa	tumape to ham marmite hain abhii se	jaane hamaaraa aage kyaa hogaa	ayya yayaa ya ya yaa yaa	tumane pyaar se hamako ek baar	kah daalaa hai yaar to nibhaa denaa	itanaa beqaraar koii bhii nahiin	dekho meraa haal dekhate ho naa	dekho na yaar kyaa huaa dil kaa qaraar kyaa huaa	tumape to ham marmite hain abhii se	jaane hamaaraa aage kyaa hogaa	puuchho na yaar	ko	hohaa hohaa he he he	uuii uuii uuii turuu	ra	dil pe thaa hamen kitanaa aitabaar	tumase kyaa kahen ham ye afasaanaa	koii gulabadan koii naazaniin	kar sakataa nahiin hamako diiwaanaa	vo aitabaar kyaa huaa dil kaa qaraar kyaa huaa	tumape to ham marmite hain abhii se	jaane hamaaraa aage kyaa hogaa	puuchho na yaar	ko	la la la laa 
jahaan bin hawaa ke pardaa hile,jhoothaa sach,1984,asha,r d burman,majrooh, jahaan bin hawaa ke pardaa hile aajaa main wahiin huun lag jaa gale aa jaa machalataa hai dil haay kaisaa jalataa hai dil	raat jaane se pahale ai sanam aaiiye in labon ke nishaan chhodate jaaiiye ham se nahiin ab sanbhalataa hai dil haay kaisaa jalataa hai dil	aise kho jaayen milake aaj ai jaaneman hosh men naa rahen do sulagate badan shammen bujhaa do machalataa hai dil haay kaisaa jalataa hai dil
