Title,Film,Year,Singer,Composer,Lyricist,Lyrics
suno gajar kyaa gaae samay guzarataa jaae,baazi,1951,geeta chorus,s d burman,sahir, koras o la la laa a o la la laa a o o o la laa	giitaa suno gajar kyaa gaae samay guzarataa jaae o re jiine vaale o re bhole bhaale sonaa naa khonaa naa	koras suno gajar kyaa gaae samay guzarataa jaae o la la laa a o la la laa a o o o la laa	giitaa ginechune pal hain tere jiivan ke dhuum machaa le abhii din hain milan ke o re jiine vaale	koras suno gajar kyaa gaae samay guzarataa jaae	giitaa o re jiine vaale o re bhole bhaale sonaa naa khonaa naa koras o la la laa a o la la laa a o o o la laa giitaa husn bhii faanii aur ishq bhii faanii hai hans ke bitaa le do ghadii kii javaanii hai o re jiine vaale	giitaa bichhadaa zamaanaa kabhii haath naa aaegaa dosh naa denaa mujhe phir pachhataaegaa o re jiine vaale	koras suno gajar kyaa gaae giitaa sonaa naa koras samay guzarataa jaae giitaa khonaa naa
khaalii piilii kaahe ko akkhaa din baith ke,tamasha,1952,kishore,manna de,bharat vyas, khaalii piilii khaalii piilii khaalii piilii kaahe ko akkhaa din baith ke bom maarataa hai	saste uthake baathruum men to jaake snan kar hamaam laks se ragad ragad badan ko saaf kar khatiyaa se chhod raastaa taiyyaar teraa naashtaa bhaabhii take hai raastaa o aalasii he he o aalasii kaahe ko kaahe ko kaahe ko himmat haarataa hai bom maarataa hai	naanaa ne kiyaa ghotaalaa o gadabad jhaalaa samajh nahiin aalaa re hoy naanaa ne kiyaa ghotaalaa o gadabad gadabad jhaalaa samajh nahiin aalaa re pharr pharr naanaajii ne baithe baithe apanii akal ghumaayii hai naanaajii ne baithe baithe apanii akal ghumaayii bacho bacho jii ye naar naveli padhaane tumhen aayii hai padhaane tumhen aayii hai kait maane billii rait maane chuuhaa kait maane billii rait maane chuuhaa pyaar maane muhabbat muhabbat maane hii hii hii he h h mi mi mi n n n n n are baap re baap ab kyaa karen jhuuthaa sachchaa pyaar jataao thandii thandii aahen bharo haay hun unh isake prem men paagal banakar kabhii jiyo aur kabhii maro maro maro	hoy hoy hoy gar baat merii maan le to bedaa teraa paar hai nahiin to bachchuu naanv terii	guduup	manjhadhaar hai yahii hai meraa faisalaa ab dekhen teraa hausalaa o pahalavaan o pahalavaan kaahe ko kaahe ko kaahe ko himmat haarataa hai bom maarataa hai	
dil ke badale dil hii luungii,daaku,1955,mukesh asha,snehal bhatkar,manohar khanna,	aa	dil ke badale dil hii luungii pyaar ke badale pyaar	banjaaran huun priit hai merii dodhaarii talavaar mu	banjaaraa huun aavaaraa mere pyaar kaa kyaa aitabaar	aaj yahaan kal vahaan kahiin is dil ko nahiin qaraar	kisii ko apane dil men rakh le	kisii ke dil men kho jaa	kisii ke dil men kho jaa	ho kisii ke dil men kho jaa kisii ek ko apanaa kar le	kisii kaa ho jaa	kisii kaa ho jaa	ho kisii kaa ho jaa dil kaa saaz badaa naazuk hai tuut na jaae taar banjaaran huun	tere ruup kii dhuup hai tiikhii mere pyaar kii chhaanv suhaanii sholaa hai tuu shabanam hai tuu aag hai tuu thandaa paanii banjaaran huun tiikhii nazaren miithaa meraa pyaar aag bhii huun paanii bhii main dodhaarii talavaar banjaaran huun	aa hoy dil ke badale	
o dil na lagaanaa  jiine na degaa ye zamaanaa,maashooqaa,1953,mukesh,roshan,shailendra,	o dil na lagaanaa	o dil na lagaanaa	jiine na degaa ye zamaanaa o dil na lagaanaa	kahataa rahaa dil sunate rahe ham daastaanegam terii muhabbat men sahate rahe ham laakhon sitam ban gayaa ek fasaanaa o dil na lagaanaa	uthatii javaanii men dil jo lagaae chain na paae dil jaa ke pahaluu se vaapas na aae haay re haay piichhe pade hai pachhataanaa o dil na lagaanaa	mil na sake haay do dil bechaare qismat ke maare yaad aa rahe hain jo din guzaare saath tumhaare haay vo guzaraa zamaanaa o dil na lagaanaa	
apanii naakaamii se mujh ko kaam hai,subah ka tara,1954,talat,c ramchandra,noor lucknowi,	apanii naakaamii se mujh ko kaam hai ho unhen raahat hamen aaraam hai	dil hamaaraa aur nahiin kuchh iktiyaar haay majabuurii isii kaa naam hai	dil kii uljhan men pataa chalataa nahiin ham kahaan hain subah hai yaa shaam hai	ham tadapate hain nahiin un ko kabar kyaa muhabbat kaa yahii anjaam hai 
udhar se tum chale  muhabbat ho gaii bas ek nazar se,sagaai,1951,lata rafi,c ramchandra,rajinder krishan, la	udhar se tum chale aur ham idhar se	udhar se tum chale aur ham idhar se	muhabbat ho gaii	muhabbat ho gaii bas ek nazar se	bas ek nazar se	ra	mohabbat ban ke jo barasii hai dil par	mohabbat ban ke jo barasii hai dil par	na jaane wo ghataa aaii kidhar se	na jaane wo ghataa aaii kidhar se	muhabbat ho gaii do	muhabbat ho gaii bas ek nazar se	muhabbat ho gaii bas ek nazar se	bas ek nazar se	la	are dil kii kushii ke dene waale	are dil kii kushii ke dene waale	bahut din ham terii ulafat ko tarase	bahut din ham terii ulafat ko tarase	muhabbat ho gaii do	muhabbat ho gaii bas ek nazar se	muhabbat ho gaii bas ek nazar se	bas ek nazar se	ra	o	chhupaa rakhaa thaa siine men la	o	chhupaa rakhaa thaa siine men do	tumhaare pyaar ko duniyaa ke dar se	tumhaare pyaar ko duniyaa ke dar se	muhabbat ho gaii	muhabbat ho gaii bas ek nazar se	muhabbat ho gaii bas ek nazar se	bas ek nazar se 
jiivan men piyaa teraa saath rahe,goonj uthi shehnaai,1959,lata rafi,vasant desai,bharat vyas,	jiivan men piyaa teraa saath rahe haathon men tere meraa haath rahe jiivan men piyaa teraa saath rahe	jab tak suuraj chandaa chamake gangaa jamunaa men bahe paanii rahe tab tak priit amar apanii hai ye janam janam kii diivaanii o raanii yaad milan o jii ho o o o o raanii yaad milan kii ye raat rahe haathon men tere meraa haath rahe	shringaar bharaa piyaa pyaar teraa jhankaar kare hai mere kanganaa men lagii jab se lagan mere man men sajan shahanaaii baje hai mere anganaa men o piyaa yaad milan o jii ho o o o o piyaa yaad milan kii ye raat rahe haathon men tere meraa haath rahe	
dekh lii ai ishq terii meharabaanii dekh lii,laila majnu,1953,talat mahmood asha bhosle,ghulam mohammad,shakeel badayuni, ta dekh lii ai ishq terii meharabaanii dekh lii ta meharabaanii dekh lii ta kaak men milatii huii apanii javaanii dekh lii ta meharabaanii dekh lii	aa aarazuu kii bekasii dil se nikal sakatii nahiin aa merii ulfat gam ke angaaron men jal sakatii nahiin aa aag men rah kar bahaarezindagaanii dekh lii aa dekh lii ai ishq terii meharabaanii dekh lii aa meharabaanii dekh lii	ta dil to kahataa hai ki main suuraj kii kiranen tod duun ta gul se kushabuu chhiin luun kaliyon kii aankhen pod duun ta duniyaa waale mainne ye duniyaaefaanii dekh lii ta dekh lii ai ishq terii meharabaanii dekh lii ta meharabaanii dekh lii	aa jaan jaae par naa jaaegii wafaa kii aabaruu ta yaadagaareishq honge ek ham aur ek tuu aa hazaf kaa paimaanaa ulfat kii kahaanii dekh lii	ta dekh lii ai ishq terii meharabaanii dekh lii ta meharabaanii dekh lii
meraa dil todakar jaanewaale,sanam,1951,suraiya,husnlalbhagatram,qamar jalalabadi, meraa dil todakar jaanewaale	 meraa dil todakar jaanewaale	kyaa tumhaarii mohabbat yahii hai	kyaa tumhaarii mohabbat yahii hai	ho merii zindagii ke ujaale	ho merii zindagii ke ujaale	kyaa tumhaarii mohabbat yahii hai	kyaa tumhaarii mohabbat yahii hai	mainne chun kar ummiidon ke tinake	mainne chun kar ummiidon ke tinake	pyaar kaa aashiyaanaa banaayaa	pyaar kaa aashiyaanaa banaayaa	aag usamen lagaa jaane waale	aag usamen lagaa jaane waale	kyaa tumhaarii mohabbat yahii hai	kyaa tumhaarii mohabbat yahii hai	tumane majhadhaar men mujhako chhodaa	tumane majhadhaar men mujhako chhodaa	kud kinaare pe tum hans rahe ho tum hans rahe ho mere rone pe o hansane waale	kud kinaare pe tum hans rahe ho tum hans rahe ho mere rone pe o hansane waale	kyaa tumhaarii mohabbat yahii hai	kyaa tumhaarii mohabbat yahii hai	kyaa tumhaarii mohabbat yahii hai	kyaa tumhaarii mohabbat yahii hai	
morii atariyaa pe kaagaa bole moraa jiyaa dole koii aa rahaa hai,ankhen,1950,meena kapoor,madan mohan,raja mehdi ali khan,	morii atariyaa pe kaagaa bole moraa jiyaa dole koii aa rahaa hai	morii atariyaa pe kaagaa bole moraa jiyaa dole koii aa rahaa hai	more man men uthii hai umang re o moraa phadake hai baanyaa ang re	more man men uthii hai umang re o moraa phadake hai baanyaa ang re	more man kii muraliyaa pe haulehaule sur kholekhole koii gaa rahaa hai	morii atariyaa pe kaagaa bole moraa jiyaa dole koii aa rahaa hai	aaj bagiyaa men aaii bahaar re o mere jiiwan men solah singaar re ho mere jiiwan men solah singaar re more kaan men gungun bolebole ras gholeghole koii gaa rahaa hai	morii atariyaa pe kaagaa bole moraa jiyaa dole koii aa rahaa hai	more maathe pe kumakum kii bindiyaa aaj luungii na pal bhar main nindiyaa	more maathe pe kumakum kii bindiyaa aaj luungii na pal bhar main nindiyaa	ghar men thandii hawaa mast dole ghuunghat pat khole jiyaa laharaa rahaa hai	morii atariyaa pe kaagaa bole moraa jiyaa dole koii aa rahaa hai 
ulfat ke hain kaam niraale,aawaz,1956,lata,salil choudhary,zia sarhadi,	hasratoyaas ko le kar shabegam aaii hai	bhiid kii bhiid hai tanahaaii hii tanahaaii hai	ulfat ke hain kaam niraale	ban ban ke bigad jaate hain	qismat men na ho to saathii	mil mil ke bichhad jaate hain	ulfat ke hain	ummiiden bhii hain ik sapanaa	duniyaa men nahiin kuch apanaa	duniyaa men nahiin kuch apanaa	aansuu hain to bah jaate hain	aramaan hai to	jaate hain	ulfat ke hain	aavaaz uthii hai dil se	bedard zamaane sun le	bedard zamaane sun le	kal tuu bhii ujad jaayegaa	ham aaj ujad jaate hain	ulfat ke hain	
idhar to haath laa pyaare dikhalaauun din ko bhii taare,aakhiri daao,1958,rafi,madan mohan,majrooh,	idhar to haath laa pyaare dikhaauun din ko bhii taare likhaa hai kyaa lakiiron men faqiiron se sun jaa re	likhaa hai tujhako to kisii se ulfat hai magar us zaalim ko tujhase nafarat hai vo chaahe auron ko ye terii qismat hai ye zaalim pyaar dikhalaataa hai kyaakyaa nazaare idhar to haath laa	lakiiren kahatii hain ye tere haathon men ki teraa man ulajhaa hai aisii baaton men ki sonaa mushkil hai tujhe ab raaton men ye saare bhed khole hain lakiiron ne pyaare idhar to haath laa	kiyaa hai jo tuune vahii paaegaa tuu burii hogii betaa jo chhipaaegaa tuu faqiiron se bach ke kahaan jaaegaa tuu terii qismat kii chaabii hai mere haathon men pyaare idhar to haath laa	
shaam bhayii ghanashyaam na aae,kavi kalidas,1959,lata,s n tripathi,bharat vyas, shaam bhayii chanashyaam na aae	 shaam bhayii chanashyaam na aae	 shaam bhayii chanashyaam na aae	sab ke kaam banate phirate	sab ke kaam banate phirate	mujh dukhiyaa ke kaam na aae shaam bhayii	taar milan ke tuut gae kyuun	taar milan ke tuut gae kyuun	mujhase mere ruuth gae kyuun nagarnagar voh rahe ghuumate mere gokul gaam na aaye shaam bhayii	path herat patharaa gayii ankhiyaan	path herat patharaa gayii ankhiyaan	murajhaaii palakon kii pakhiyaan main birahan kii	vyaakul jisake raajaa raam na aaye shaam bhayii	
aankhon men kyaa jii rupahalaa baadal,nau do gyaarah,1957,kishore asha,s d burman,majrooh, aankhon men kyaa jii rupahalaa baadal baadal men kyaa jii kisii kaa aanchal aanchal men kyaa jii ajab sii halachal	rangiin hai mausam tere dam kii bahaar hai phir bhii hai kuchh kam bas teraa intazaar hai dekhane men bhole ho par ho bade chanchal aankhon men kyaa jii	jhukatii hain palaken jhukane do aur jhum ke udatii hain zulphen udane do honth chuum ke dekhane men	jhuumen laharaaen nayanaa mil jaaye nain se saathii bana jaaen rastaa kat jaaye chain se dekhane men
laal laal gaal,mr x,1957,rafi chorus,n dutta,majrooh, laal laal gaal jaan ke hain laagu ho dekh dekh dekh dil pe rahe kaabu hoi chor chor chor bhaag paradesii baabuu	chor chor chor ye nahiin hain maalo dhar ke	ke mod mod mod ye to hain dilojigar ke ho piile piile piile inake baal hain niraale ke niile niile niile inake akhiyon ke pyaale	ajanabii pe bedhadak khulii sadak chalate hain ye chalate hain ye jaaduu laal laal gaal laal laal gaal	haay haay haay ye nigaahon kaa nishaanaa vaay vaay vaay koii tiir khaa na jaanaa maan maan maan merii jaan meraa kahanaa inake chaaldhaal ke khayaal men na rahanaa ajanabii pe	
duhkh bhare din biite re bhaiyaa,mother india,1957,rafi shamshad manna de asha,naushad,shakeel, duhkh bhare din biite re bhaiyaa ab sukh aayo re rang jiivan men nayaa laayo re	 duhkh bhare din biite re bhaiyaa ab sukh aayo re rang jiivan men nayaa laayo re	hoy hoy duhkh bhare din biite re bhaiyaa biite re bhaiyaa	dekh re ghataa ghirake aaii ras bharbhar laaii	dekh re ghataa ghirake aaii ras bharbhar laaii	o ghataa ghirake aaii ho chhed le gorii man kii biinaa rimajhim rut chhaaii	o ghataa ghirake aaii ho chhed le gorii man kii biinaa rimajhim rut chhaaii	o ghataa ghirake aaii prem kii gaagar laae re baadar bekal moraa jiyaa hoy	o ghataa ghirake aaii prem kii gaagar laae re baadar bekal moraa jiyaa hoy	duhkh bhare din biite re bhaiyaa	madhurmadhur manavaa gaae apane bhii din aae	madhurmadhur manavaa gaae apane bhii din aae	o madhur manavaa gaae ho saavan ke sang aae javaanii saavan ke sang jaae o	o madhur manavaa gaae ho saavan ke sang aae javaanii saavan ke sang jaae o	o madhur manavaa gaaye ho aaj to jii bhar naach le paagal kal na jaane re kyaa hoye	o madhur manavaa gaaye ho aaj to jii bhar naach le paagal kal na jaane re kyaa hoye	duhkh bhare din biite re bhaiyaa
are dekhii zamaane kii yaarii bichhade sabhii baariibaarii,kaagaz ke phool,1959,rafi,s d burman,kaifi azmi, are dekhii zamaane kii yaarii bichhade sabhii bichhade sabhii baarii baarii kyaa le ke milen ab duniyaa se aansu ke sivaa kuchh paas nahiin yaa phul hi phul the daaman men yaa kaanton kii bhii aas nahiin matalab kii duniyaa hai saarii bichhade sabhii bichhade sabhii baarii baarii	vaqt hai maharabaan aarazu hai javaan fikr kal kii karen itanii fursat kahaan	daur ye chalataa rahe rang uchhalataa rahe ruup machalataa rahe jaam badalataa rahe	raat bhar mahamaan hain bahaaren yahaan raat gar dhal gayii phir ye khushiyaan kahaan pal bhar kii khushiyaan hain saarii badhane lagii beqaraarii badhane lagii beqaraarii are dekhii zamaane kii yaarii bichhade sabhii bichhade sabhii baarii baarii	ud jaa ud jaa pyaase bhanvare ras naa milegaa kaaron men kaagaz ke phul jahaan khilate hain baith naa un gulazaaro men naadan tamannaa retii men ummid ki kashtii khetii hai ik haath se detii hai duniyaa sau haathon se letii hai ye khel hai kab se jaarii bichhade sabhii bichhade sabhii baarii baarii 
aan milo aan milo shyaam saanvare aan milo,devdas,1955,geeta manna de,s d burman,sahir, gii	aan milo aan milo shyaam saanvare	aan milo aan milo aan milo shyaam saanvare brij men akelii raadhe khoikhoi phire ma	o raadhe khoikhoi phire o kaanhaa aan milo gii ma	o	aan milo aan milo	gii	brindaavan kii galiyon men tum bin jiyaraa naa laage ma	o	jiyaraa naa laage gii	nis din tumhaarii baat dekhe vyaakul nainaa bhaage ma	vyaakul naina bhaage	gii	ab hii aisii dashaa hai man kii kyaa hovai phir aage re brij men akelii raadhe khoikhoi phire ma	o raadhe khoikhoi phire o kaanhaa aan	gii	aaj na kaahe jamunaa tiire muralii madhur bajaai ma	o	muralii madhur bajaai gii	aaj na kaahe sakhiyaan ke sang hilmil raas rachaai ma	o	milmil raas rachaai gii	hamaara aangan chhod ke tohe kaun nagariyaa bhaai re brij men akelii	gii	ajahun na bheje re mohan taine koi khabariyaa	ajahun na bheje re mohan taine koi khabariyaa	ma	o	taine koi khabariyaa gii	ho gai hai ye brij ki baalaa roro kar baavariyaa ma	roro kar baavariyaa gii	dhiir bandha jaa	dhiir bandh jaa mukh dikhalaa jaa nat naagar saanvariyaa re brij men akelii raadhe 
kitanii javaan hai raat koii yaad aa gayaa,azad,1955,lata,c ramchandra,rajinder krishan, kitanii javaan hai raat koii yaad aa gayaa badhane lagii hai baat koii yaad aa gayaa	phir aa gayii chaman men guzarii huii bahaar rahane lagaa kisii kaa phir dil ko intazaar ab hogii mulaaqaat koii yaad aa gayaa badhane lagii hai baat	phir yaad aa rahen hain guzare hue zamaane dil gunagunaa rahaa hai bhuule hue taraane tanhaaii aur ye raat koii yaad aa gayaa badhane lagii hai baat	aankhon se niind jaane ud kar kahaan gaii hai vo bhii vahiin pe honge nindiyaa jahaan gaii hai shaayad yahii hai baat koii yaad aa gayaa badhane lagii hai baat	
o tere saath  chalaa hai pyaar kaa raahii,26th january bharati,1956,lata,c ramchandra,rajinder krishan, o tere saath saath merii duniyaa bhii jaa rahii hai din chhup rahaa hai gam kii ab shaam aa rahii hai	chalaa hai pyaar kaa raahii o nadiyaa raasataa denaa kisii tuute hue dil kii arii laharo duaa lenaa	bigad jaaegaa kyaa teraa are tufaan zaraa tham jaa musaafir paar utar jaae are paanii zaraa jam jaa kahiin merii muhabbat ko na duniyaa se uthaa lenaa	kisii zindagii men khel kar ai maut kyaa legii bataa kyaa chaar din ke pyaar ko furasat nahiin degii lahuu kii pyaas merii jaan lekar tuu bujhaa lenaa
aankh puranam labon pe dam  o bewafaa kar ke jafaa,taqdeer apna khoon,1958,suraiya,dhaniram,varma malik, aankh puranam labon pe dam lagii hai aag siine men isii kaa naam jiinaa hai to kyaa rakhaa hai jiine men	o bewafaa kar ke jafaa	o bewafaa kar ke jafaa	ye tuune kyaa kiyaa haay ye tuune kyaa kiyaa merii maasuum ulfat ko ye dhokhaa kyuun diyaa haay ye tuune kyaa kiyaa o bewafaa	bharosaa kar ke tujhape aas ik dil ko lagaaii thii tujhe apanaa banaa kar ik naii duniyaa basaaii thii tujhe dil de ke apanaa apanii qismat aazamaaii thii	o bewafaa kar ke jafaa ye tuune kyaa kiyaa haay ye tuune kyaa kiyaa o bewafaa	merii rangiin raaton kaa sahaaraa todane waale merii kashtii ko tuufaanon men laa kar chhodane waale merii kushiyaan mere aramaan meraa dil todane waale	o bewafaa kar ke jafaa ye tuune kyaa kiyaa haay ye tuune kyaa kiyaa merii maasuum ulfat ko ye dhokhaa kyuun diyaa haay ye tuune kyaa kiyaa o bewafaa 
chhod chale aaj hamaare raam ayodhyaa,ayodhapati,1956,hemant,ravi,saraswati kumar deepak,	chhod chale aaj hamaare raam ayodhyaa chhod chale banavaasii ban raaj dulaare sab se naataa tod chale mukh mod chale aaj hamaare raam ayodhyaa chhod chale	chalaa raam kaa sevak banakar lachhaman jaisaa bhaaii chalii jaanakii banake apane priitam kii parachhaaiin narnaarii pashu panchhii sab kaa man ye kulaasaa chhod chale mukh mod chale aaj hamaare raam	jaise bachhade chhin jaane par dekhaa karatii gaiyaa vaisii hii ro ro kar dekhen raamlakhan ko maiyaa maayaa mamataa mahal moh in sab se naataa tod chale mukh mod chale aaj hamaare raam	lakshhaman binaa mahal hai suunaa siitaa binaa rasoii raam binaa hai suunii ayodhyaa saarii prajaa roii chhod ke kaliyaan kii galiyaan kaanton se naataa jod chale mukh mod chale aaj hamaare raam	
pyaar par bas to nahiin hai asha,sone ki chidiyaa,1958,asha bhosle,o p nayyar,sahir, pyaar par bas to nahiin hai meraa lekin phir bhii tuu bataa de ke tujhe pyaar karuun yaa naa karuun pyaar par bas to nahiin hai	tuune kud apanii nigaahon se jagaayaa thaa jinhen	tuune kud apanii nigaahon se jagaayaa thaa jinhen	un tamannaaon kaa izahaar karuun yaa naa karuun tuune jis dil ko bade pyaar se apanaayaa thaa	un tamannaaon kaa izahaar karuun yaa naa karuun tuune jis dil ko bade pyaar se apanaayaa thaa	usako shikavon kaa gunahagaar karuun yaa naa karuun	usako shikavon kaa gunahagaar karuun yaa naa karuun	pyaar par bas to nahiin hai meraa lekin phir bhii tuu bataa de ke tujhe pyaar karuun yaa naa karuun pyaar par bas to nahiin hai	jis tamannaa ke sahaare pe thii jeene kii ummiid	jis tamannaa ke sahaare pe thii jeene kii ummiid	wo tamannaa bhii pashemaan huii jaatii hai zindagii yuun to hameshaa se pareshaan sii thii	wo tamannaa bhii pashemaan huii jaatii hai zindagii yuun to hameshaa se pareshaan sii thii	ab to kuchh aur bhii viiraan huii jaatii hai	ab to kuchh aur bhii viiraan huii jaatii hai	pyaar par bas to nahiin hai meraa lekin phir bhii tuu bataa de ke tujhe pyaar karuun yaa naa karuun pyaar par bas to nahiin hai	
chalen ham kahaan kaho,police,1958,hemant geeta chorus,hemant,majrooh, he mm mm hmm hmm gii chalen ham kahaan kaho chalen ham kahaan ko mmmm hmm hmm gii chalen ham kahaan kaho chalen ham kahaan he yuun hii chalate chalo jhuum jhuum kise kabar hain yahaan chalen ham kahaan	gii jhukii jhukii hain kyon taaron kii nazar he o ho javaan javaan saa hain dilon kii safar he o	o	o o gii mm mm hmm hmm he sambhal sambhal merii jaan	gii milaa milaa mere kwaabon kaa watan he o ho khilaa khilaa tere gaalon kaa chaman o o gii mmm hmmm he sambhal sambhal merii jaan
dhiimii dhiimii hai kyon havaa,nausherwaneadil,1957,lata,c ramchandra,parvez shamsi,	dhiimii dhiimii hai miithii miithii hai dhiimii dhiimii hai kyon havaa milake aaii hai mastii chhaaii hai phuul laaii hai khushnumaa	mahak rahe hain dil jigar na hosh hai na hai khabar2	kahiin pe dil kahiin pe ham hai kuchh khushii to kuchh hai gam2	nayaa huaa ye maazaraa dhiimii dhiimii hai	khilii hai jo kalii kalii mahakatii hai galii galii2	ye kah rahii hain bulabulen sanam ke ghar chalo chalen2	bahaar kaa mile	dhiimii dhiimii hai	
umangon ko sakhii pii kii nagariyaa kaise le jaauun,amar,1954,lata chorus,naushad,shakeel, umangon ko sakhii pii kii nagariyaa kaise le jaauun chorus umangon ko sakhii pii kii nagariyaa kaise le jaauun qamar lachake morii haay qamar lachake morii bhaarii gagariyaa kaise le jaauun chorus qamar lachake morii bhaarii gagariyaa kaise le jaauun	dagar men ruup ke lobhii nagar men man ke mailen hain chorus nagar men man ke mailen hain yahaan paapii najariiyon ke hazaaron jaal phailen hain chorus hazaaron jaal phailen hain bhare baazaar men baalii umariiyaa kaise le jaauun qamar lachake morii chorus haay qamar lachake morii bhaarii gagariyaa kaise le jaauun chorus umangon ko sakhii pii kii nagariyaa kaise le jaauun	mohe duniyaa se dar laage yahaan laakhon hain matawaale chorus yahaan laakhon hain matawaale na jaane koi alabelaa mohe kis rang men rang daale chorus mohe kis rang men rang daale rangiilon men bhalaa korii chunariyaa kaise le jaauun qamar lachake morii chorus haay qamar lachake morii bhaarii gagariyaa kaise le jaauun chorus umangon ko sakhii pii kii nagariyaa kaise le jaauun	lagaa ke haathon men mehndii rachaa ke nainon men ratiyaa chorus rachaa ke nainon men ratiyaa dulahaniiyaa banake nikalii hun milenge aaj man basiyaa chorus milenge aaj man basiyaa sajan ke dwaar se pyaasii najariyaa kaise le jaauun qamar lachake morii chorus haay qamar lachake morii bhaarii gagariiyaa kaise le jaauun chorus umangon ko sakhii pii kii nagariyaa kaise le jaauun
bam bam bholaa  shivajii bihaane chale,munimji,1955,hemant chorus,s d burman,shailendra, he bom bom bholaa	 he bom bom bholaa	 he bom bom bholaa	 he bom bom bholaa	ho shivajii bihaane chale paalkii sajaayke bhabhuti lagaaye ke laa	o shivajii bihaane chale paalkii sajaayake ko baabhuuti lagaaye ke paalkii sajaayake laa	he o jab shiv baabaa kare taiyaarii kaike sakal samaan ho daine ang trishuul viraaje naache bhut shaitaan ho brahmaa chalen vishhnuu chalen lai ke ved puraan ho shankh chakra aur gadaa dhanushh lai chalen shrii bhagawaan ho aur banthan ke chalen bom bholaa lie bhaang dhaatuur kaa golaa bole ye haradam chale ladakaa paraaii ke ko baabhuuti lagaaye ke paalkii sajaayake laa	ko hoii aayii hoii aayaa aa aa aa aa aa aa	he o maataa matadin par chanchal lii tilak jalii liilaar ho kaalaa nag gardan ke niiche vohuu dilan phuusakaar ho lotaa phenk ke bhaag chalailii taavij nikhal liilaar ho in kii sangii baahan kar go gaurii rahii kunvaarii ho kahe parvatii samajhaayii batiyaa maano hamaro maaii jai bharaile haan ham karmavaa liithaa ke ko baabhuuti lagaaye ke paalkii sajaayake laa	ko om namahaa shivaay om namaah svaahaay	he o jab shiv baabaa madavaa gaile holaa mangalaa chaar ho baabaa pandit ved vichaare holaa gussaa chaar ho bajarabatii kii lagii jhaalarii naagin kii adhikaar ho vij madavaa me naavan ailii kare jhangan vadiiyaar ho e go naagin gile vidaaii naavan giuule chale baraatii chalen devataa thathaay ke ko baabhuuti lagaaye ke paalkii sajaayake laa	ko aa aa aa aa aa aa aa aa aa aa aa	he to komal ruup dhare shivshankar khushii bhaye narnaarii ho raajahii naachan gaan karaaile ijjat rahen hamaar ho rahe var saathii shivshankar se kehuu ke na paaval paar ho in ke jataa se gangaa bahalii mahimaa agam apaar ho jai shivshankar dhyaan lagaaye in ke tiinon log dikhaaye kahe duhkh haran yahii chhado banovaa ke ko baabhuuti lagaaye ke paalkii sajaayake laa 
baagon men bahaaron men ithalaataa gaataa aayaa koii,chhoti behan,1959,lata,shankar jaikishan,shailendra,	baagon men bahaaron men ithalaataa gaataa aayaa koii naazuknaazuk kaliyon ke dil ko dhadakaataa aayaa koii aayaa koii aayaa koii hoy baagon men bahaaron	bhiinii havaa uudii ghataa kahe tere aangan men barasegaa pyaar phuulon ke haar le ke bahaar karane ko aaii mere solahsingaar rangon kii umangon kii gaagar chhalakaataa aayaa koii	aayaa koii aayaa koii hoy baagon men bahaaron	sapanon ke jaal rangiin kyaal de ke hichakole kahen aankh na khol dil kii ye baat dil kaa ye raaz jaane na koii tuu kuchh na bol aankhon ke ishaaron se sab kuchh samajhaataa aayaa koii aayaa koii aayaa koii hoy baagon men bahaaron	chhaayaa hai aaj rimajhim kaa raag phir bhii hai mere dil ko unakaa hii gam sakhiyon se duur apanon se duuur kise hai kabar kal kahaan honge ham ulajhan kii diivaaron se dil ko takaraataa aayaa koii aayaa koii aayaa koii hoy baagon men bahaaron	
dil le ke dil diyaa hai ehasaan kyaa kiyaa hai,stage,1951,lata rafi,husnlalbhagatram,sarshar silani,	la	dil le ke dil diyaa hai ehasaan kyaa kiyaa hai	itanaa guruur kaisaa kyaa muft de diyaa hai	ra	qurabaan is adaa ke phir dekh muskuraa ke	nazaron se dil udaa ke qabzaa jamaa liyaa hai la	dil le ke dil diyaa hai ehasaan kyaa kiyaa hai	la	do mast nain tere do mast nain mere	donon ne chaar ho ke ik dil churaa liyaa hai ra	dil le ke dil diyaa hai ehasaan kyaa kiyaa hai	ra	taaron se koii puuchhe bechainiyaan hamaarii	jis din se dil diyaa hai ik dard le liyaa hai do	dil le ke dil diyaa hai ehasaan kyaa kiyaa hai 
chhupaa le daagejigar  ai dardejigar fariyaad na kar,bahu,1955,lata,hemant,s h bihari, chhupaa le daagejigar daagedil zamaane se ki dard aur badhegaa inhen dikhaane se	ai dardejigar fariyaad na kar bahate hain to aansuu bahane de saahil kii tamannaa karataa jaa manjhadhaar men kashtii rahane de	hamako to zamaane se apanaa dukhdard chhupaae rahanaa hai ho jaae na apanii rusawaaii har zulm ko hans kar sahane de	dil saunp chuke hain ham jin ko ab unase shikawaa kyaa karanaa jis haal men rakhanaa chaahen wo us haal men ham ko rahane de
